SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ, Latitude
1763770749.586794, 0.013467, 0.056563, -9.790639, -0.003449, 0.002695, -0.001962, -87.582092, 238.507706, 818.144409, 34.136306
1763770749.596936, 0.014814, 0.049081, -9.773131, -0.003364, 0.002670, -0.002177, -87.754898, 238.547714, 818.123596, 34.136306
1763770749.606156, 0.016161, 0.049530, -9.772682, -0.002755, 0.002559, -0.001086, -87.666550, 238.690308, 817.920776, 34.136306
1763770749.616956, 0.009876, 0.049680, -9.777471, -0.001608, 0.003408, -0.003140, -87.700455, 238.744202, 818.073059, 34.136306
1763770749.626929, 0.002245, 0.042796, -9.780763, -0.002401, 0.003184, -0.002174, -87.943649, 238.801498, 818.005676, 34.136306
1763770749.636801, 0.016610, 0.048931, -9.792883, -0.002632, 0.003290, -0.004014, -87.628845, 238.659271, 818.194214, 34.136306
1763770749.646931, 0.025588, 0.048183, -9.782109, -0.002537, 0.001378, -0.002406, -87.738251, 238.454758, 818.009277, 34.136306
1763770749.656449, 0.005986, 0.044592, -9.776573, -0.004581, 0.001080, -0.003488, -87.605942, 238.685287, 818.153809, 34.136306
1763770749.666924, 0.006584, 0.046687, -9.781511, -0.002630, 0.001524, -0.003488, -88.019073, 238.696762, 818.274597, 34.136306
1763770749.676950, 0.015413, 0.050428, -9.777770, -0.002483, 0.002582, -0.003262, -87.741074, 238.592285, 818.175964, 34.136306
1763770749.686814, 0.006883, 0.044891, -9.769091, -0.003297, 0.002756, -0.001963, -87.705765, 238.685074, 818.179443, 34.136306
1763770749.696923, -0.001496, 0.053870, -9.778219, -0.002282, 0.002169, -0.003580, -87.763367, 238.790253, 818.090393, 34.136306
1763770749.706932, 0.010026, 0.051924, -9.782259, -0.002270, 0.001809, -0.002118, -87.753235, 238.681702, 818.129395, 34.136306
1763770749.716957, 0.025588, 0.055067, -9.776872, -0.002633, 0.003678, -0.003352, -87.667923, 238.569672, 818.093018, 34.136306
1763770749.726929, 0.016460, 0.052822, -9.785551, -0.002155, 0.002852, -0.002825, -87.725174, 238.529312, 817.963318, 34.136306
1763770749.736826, 0.012869, 0.045041, -9.781810, -0.003347, 0.003153, -0.003082, -87.762665, 238.719711, 818.320923, 34.136306
1763770749.746929, 0.012121, 0.042048, -9.793183, -0.002701, 0.003595, -0.002657, -87.807541, 238.869751, 818.318726, 34.136306
1763770749.756936, 0.008080, 0.057012, -9.778967, -0.002339, 0.004014, -0.003704, -87.695618, 238.661865, 818.171692, 34.136306
1763770749.766953, 0.007632, 0.052523, -9.777770, -0.001565, 0.003205, -0.002458, -87.455536, 238.620056, 818.025024, 34.136306
1763770749.776924, 0.015113, 0.042497, -9.776124, -0.002467, 0.003445, -0.003541, -87.910187, 238.508408, 818.152710, 34.136306
